Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Rwanda,"122,000,015.482","125,000,007.805","128,000,000.128","129,999,995.01","148,799,979.6688","124,525,702.707383","159,560,018.07956","172,200,018.0922","188,700,037.3087","219,900,006.6199","222,952,504.04479","246,457,838.951694","290,746,157.206389","308,458,403.980205","571,863,502.965144","637,753,855.846958","746,650,611.645744","905,709,080.930258","1,109,346,136.46684","1,254,765,643.33997","1,407,062,526.01096","1,407,243,132.91752","1,479,687,582.63555","1,587,413,091.06568","1,715,626,336.7703","1,944,710,688.26155","2,157,432,667.99326","2,395,492,695.29464","2,405,022,587.95017","2,550,185,692.53721","1,911,600,232.44433","2,029,026,956.60567","1,971,525,717.85556","753,636,370.618182","1,293,535,192.04879","1,382,334,879.44723","1,851,558,199.19854","1,989,343,548.28636","1,817,655,191.84317","1,734,938,190.27765","1,674,685,125.62865","1,677,447,003.07548","1,845,979,351.35205","2,089,188,920.75355","2,581,286,406.73226","3,111,191,405.55534","3,738,146,668.93841","4,711,735,377.43574","5,252,677,064.51254","5,624,506,157.41067","6,354,119,344.04968","7,103,000,861.20669"
South Asia,"50,861,183,901.8427","54,296,583,923.461","61,060,317,924.2855","69,963,287,516.0636","75,141,461,974.9023","63,055,860,908.5162","69,409,510,460.5421","72,868,377,257.8076","80,005,969,582.2769","86,653,303,032.8132","92,124,139,719.0591","92,637,615,406.037","106,034,774,948.797","128,327,702,716.415","137,460,452,586.674","134,340,839,480.015","155,409,448,054.098","176,825,574,320.234","198,044,590,588.764","238,842,808,199.93","252,554,568,985.089","261,379,629,999.999","276,872,398,606.436","276,590,953,699.856","299,398,855,252.108","317,162,802,856.297","352,144,053,258.632","378,278,137,977.335","381,597,860,824.383","410,871,970,396.715","366,078,941,767.375","388,327,871,880.802","383,771,184,395.017","436,857,012,806.24","485,178,145,988.453","524,982,429,620.299","550,920,566,626.892","558,746,376,045.079","599,543,853,861.704","622,975,897,595.183","638,745,671,193.222","672,494,121,080.409","784,882,714,579.418","911,124,327,825.774","1,044,617,146,198.82","1,194,851,718,935.78","1,514,760,056,069.51","1,540,327,787,663.79","1,693,544,062,033.63","2,073,906,765,279.16","2,298,738,154,919.25","2,286,092,819,566.87"
Saudi Arabia,,,,,,,,"4,187,777,706.66667","4,485,777,635.55556","5,014,444,259.55556","6,797,048,699.92487","9,230,601,615.91796","14,441,807,078.9067","44,990,986,123.1937","46,528,882,433.2214","63,838,242,167.2597","74,028,820,450.0737","80,087,657,403.8483","111,720,129,709.86","164,308,171,946.835","183,939,395,923.512","152,907,357,293.156","128,859,626,986.747","119,293,133,794.195","103,897,847,413.546","86,961,925,508.1822","85,695,864,946.0918","88,256,073,925.7961","95,344,461,902.0849","116,778,111,979.758","131,335,915,472.951","136,304,139,411.154","132,151,405,582.785","134,327,104,601.473","142,457,681,255.805","157,743,126,866.827","164,993,858,632.323","145,772,799,590.4","160,957,062,621.867","188,441,864,874.667","183,012,268,441.6","188,551,196,398.933",214572800000,"258,742,133,333.333","328,459,608,764.111","376,900,133,511.348","415,909,018,143.01",519796800000,"429,097,866,666.667","526,811,466,666.667","669,506,666,666.667",711049600000
Sudan,"1,222,952,778.49785","1,328,359,692.93038","1,351,362,816.2015","1,388,342,551.37376","1,446,869,619.31898","1,484,348,080.08141","1,607,265,943.73138","1,677,627,804.93288","1,847,501,441.26221","2,100,229,759.04718","2,288,196,445.39976","2,483,055,722.23738","3,077,254,460.30228","3,958,931,659.84759","4,823,090,191.91008","6,013,210,815.66115","7,498,862,046.28444","8,128,719,315.0792","8,418,291,281.75135","7,617,171,645.26159","9,538,009,463.3331","9,254,390,431.47891","8,465,262,541.36184","10,044,297,796.1919","12,459,352,088.1193","15,966,649,370.3837","20,631,192,466.3299","15,510,324,099.0826","15,295,634,989.3281","12,408,648,108.3173","11,379,222,223.3522","7,031,933,409.74016","8,881,009,955.71111","12,793,798,349.3257","13,830,369,879.8577","9,018,303,153.60269","11,681,179,553.1313","11,250,220,583.0538","10,682,027,626.827","12,257,299,162.7402","13,182,872,554.7864","14,803,423,334.6043","17,646,271,396.8949","21,457,886,199.291","26,524,992,225.3521","35,159,250,984.9057","45,456,460,335.1022","54,082,389,392.8541","52,839,990,730.8172","64,849,930,757.6995","63,997,129,026.7582","58,768,800,832.7859"
Senegal,"836,493,103.688333","857,426,088.865341","886,387,334.294254","939,145,912.062427","955,834,759.718277","984,942,841.525214","984,605,218.268285","1,034,293,671.4302","983,621,120.991373","1,024,832,777.69731","1,058,120,593.56092","1,280,328,105.5414","1,471,913,585.58884","1,658,273,944.38974","2,235,746,641.25125","2,266,860,710.22209","2,320,786,617.77642","2,591,178,824.8799","3,226,677,956.87018","3,503,282,842.37775","3,176,771,658.02584","3,109,677,903.31523","2,774,198,930.88388","2,705,535,967.852","2,962,200,081.82361","4,189,860,373.0862","5,040,708,745.67348","4,985,152,887.47645","4,913,065,118.47026","5,716,644,524.85581","5,617,235,857.32047","6,004,885,304.1543","5,678,828,410.03731","3,877,196,945.32247","4,878,718,880.07212","5,065,830,114.28754","4,672,504,141.58959","5,030,344,290.85164","5,144,045,092.86221","4,679,604,921.56347","4,877,602,012.42811","5,333,862,343.6271","6,858,952,716.5383","8,031,344,239.66792","8,707,015,063.75222","9,358,710,763.47381","11,284,603,480.5383","13,386,346,542.8972","12,812,994,669.9019","12,932,427,724.3508","14,440,676,497.9993","14,045,759,802.382"
Singapore,"764,298,138.089846","825,874,493.618305","917,210,032.110385","893,722,817.455233","974,186,784.210551","1,095,902,965.48506","1,237,415,176.24223","1,425,020,122.31295","1,659,044,470.85042","1,919,496,192.08007","2,262,529,369.63339","2,719,900,395.97319",3693760000,"5,216,837,422.41285","5,631,116,738.89397","6,321,005,403.50433","6,608,805,163.52947","7,502,213,789.32003","9,277,974,865.11486","11,861,065,764.6957","14,132,149,056.2958","16,016,926,501.1402","17,708,667,154.2244","19,631,102,110.4679","19,043,841,075.126","18,539,281,155.4239","20,844,839,067.7025","25,302,099,573.4376","30,434,923,040.6102","36,092,962,043.49","43,066,242,459.9089","49,043,269,369.9169","59,983,977,572.6942","69,230,583,563.2686","80,788,992,427.3838","94,688,546,180.3945","104,561,712,489.067","95,823,611,617.7913","85,963,561,402.373","95,922,652,585.622","91,148,432,628.399","90,582,818,233.825","93,362,870,572.9047","109,336,483,913.863","123,506,892,267.645","139,020,876,513.172","168,705,756,482.337","178,924,164,929.529","194,131,267,854.513","217,200,123,752.449","245,024,318,394.339","274,701,299,733.694"
Solomon Islands,,,,,,,"25,203,524.0325638","28,084,252.7582748","28,606,411.398041",,"50,056,882.8213879","40,606,712.050639","55,272,108.8435374","84,539,332.282562","74,617,096.4785967","83,099,107.9066357","93,147,039.2548237","111,022,089.96223","151,270,207.852194","168,715,353.097132","187,313,261.319237","188,446,092.06055","180,219,397.527425","252,806,783.386983","232,306,861.156132","210,737,869.652598","238,606,299.605651","310,684,273.709484","332,286,760.858189","302,515,026.890225","320,355,090.61441","378,778,047.197842","410,923,236.189102","464,756,638.512487","519,334,096.714525","565,163,750.56079","567,919,502.811483","471,177,008.057148","482,214,092.308964","435,101,217.233417","400,464,593.02552","341,663,053.747468","332,736,306.539249","375,109,694.525921","413,909,879.281265","456,735,444.86792","586,218,381.044736","645,796,657.499394","601,299,089.753921","678,625,481.686751","866,672,433.270049","1,008,424,232.18251"
Sierra Leone,"327,834,752.427556","342,721,625.556128","348,546,926.009245","371,848,127.82171","359,379,856.248057","375,479,849.80806","348,795,303.000385","329,860,135.024054","408,690,163.296065","434,410,366.360069","419,549,387.020884","465,381,103.603727","575,230,251.323587","648,590,625.925671","679,335,916.411326","594,895,649.185867","691,777,759.267335","960,728,331.295844","1,109,374,711.0164","1,100,685,875.40484","1,114,830,499.52549","1,295,361,911.75877","995,104,288.373919","1,087,471,849.24002","856,890,497.055359","490,181,456.62441","701,307,601.909934","1,055,083,946.11552","932,974,412.385267","649,644,826.800447","779,981,538.149204","679,997,997.597117","768,812,334.801762","911,915,970.683484","870,758,739.40678","941,742,152.709895","850,218,033.622007","672,375,927.347148","669,384,768.87263","635,874,002.198748","1,079,478,387.83576","1,239,004,287.75607","1,371,442,565.69701","1,431,208,677.30352","1,627,853,086.42403","1,887,429,109.49668","2,157,944,721.20791","2,504,381,637.36576","2,454,531,383.2699","2,575,466,372.26831","2,938,747,215.20983","3,796,030,045.13767"
El Salvador,,,,,"877,719,961.6","929,520,025.6","976,199,987.2","1,009,760,051.2","1,049,400,012.8","1,132,920,012.8","1,186,119,987.2","1,263,720,038.4","1,442,319,974.4","1,665,879,961.6",1884120064,2328280064,"2,941,640,089.6","3,127,959,961.6","3,463,639,859.2","3,573,959,884.8","3,437,200,179.2","3,399,189,149.54629","3,506,347,772.35901","3,661,683,395.96533","3,800,368,586.63113","3,771,663,198.31579","3,958,045,811.31949","4,189,880,000.11559","4,372,215,335.38461",4800900000,5311000000,5954700000,6938000000,8085600000,9500500000,10315500000,11134700000,12008400000,12464700000,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23864400000
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"853,373,879.731819","773,907,642.414748","815,205,233.062791","879,957,209.923907","1,122,981,525.35502","1,317,357,834.61634","1,375,416,604.48689","1,469,075,398.31891","1,687,653,983.02765","1,899,809,579.61037",,,,
Somalia,"191,660,990.858439","203,533,070.710314","216,147,149.952901","229,531,201.852126","243,725,900.221596","257,375,899.364358","271,781,889.251523","286,719,887.890669","300,230,021.488119","316,147,885.344131","331,104,597.011628","416,940,946.569946","507,028,439.326556","467,577,426.580885","710,850,217.913651","807,275,798.953097","498,550,866.152824","564,986,077.529703","590,419,863.985327","603,592,653.942155","699,112,246.542284","774,419,565.926071","733,901,342.023081","788,307,226.827367","876,404,614.97334","930,318,731.622262","1,009,792,742.91164","1,038,291,312.30908","1,092,393,020.47939","917,044,253.990257",,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,380,951,575.529","16,204,161,183.5547","17,632,705,912.6184","6,082,791,506.17659","11,390,468,618.534","15,102,567,924.9297","19,550,781,969.0408","23,649,854,234.3966","25,234,408,772.9975","29,221,081,586.6368","38,952,093,544.4413","47,760,580,365.5549","40,249,479,880.3207","36,990,001,283.5323","43,291,846,195.8004","37,488,935,009.7878"
Sub-Saharan Africa (developing only),"30,822,946,109.9323","33,429,643,464.1267","38,360,730,858.0695","37,361,563,036.8649","41,576,391,719.9253","44,887,124,316.2044","44,304,709,614.4489","47,402,371,531.492","54,354,259,955.3928","63,991,607,395.9136","65,042,632,780.9345","73,395,028,968.3222","93,962,739,020.3108","122,506,113,985.431","134,946,637,191.851","146,811,920,205.642","161,280,285,249.571","180,180,653,471.696","215,500,399,855.352","271,225,427,851.556","272,607,339,823.27","254,997,207,144.004","237,413,490,913.309","226,168,430,666.369","210,908,406,911.274","233,057,757,073.488","275,586,545,777.518","289,890,308,221.5","301,031,161,172.608","302,614,613,175.068","310,999,828,031.924","305,912,180,030.719","290,172,551,858.306","282,650,621,117.593","327,529,539,718.526","339,414,390,763.405","351,248,592,167.848","331,439,246,513.037","332,756,056,632.018","341,622,010,206.86","327,619,913,585.604","348,667,513,950.338","444,876,501,171.11","552,195,068,318.858","643,878,565,860.629","749,471,797,618.428","868,821,679,712.399","988,528,535,234.571","938,909,742,755.119","1,131,986,768,056.07","1,261,796,381,377.7","1,289,813,284,471.03"
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,264,618,785.5323","11,853,474,305.229","15,178,973,598.0733","19,145,887,852.2524","10,220,256,856.5217"
Sub-Saharan Africa (all income levels),"30,820,601,790.0528","33,427,100,885.0541","38,358,236,499.2501","37,361,587,440.9261","41,634,043,992.5546","44,948,462,955.8569","44,369,920,950.315","47,461,005,631.7174","54,409,983,078.4066","64,042,736,786.5215","65,091,811,403.0138","73,441,659,317.8405","94,019,547,537.1071","122,566,969,951.651","135,014,320,358.021","146,874,485,762.639","161,337,931,774.82","180,245,055,568.788","215,577,426,314.117","271,322,372,146.083","272,704,778,055.561","255,088,350,974.244","237,498,349,783.549","226,249,270,206.854","210,983,792,050.786","233,152,272,869.018","275,701,193,883.68","290,012,207,353.859","301,137,616,515.261","302,741,209,371.223","311,124,706,077.17","306,060,873,207.583","290,319,495,069.518","282,771,231,108.966","327,687,638,377.712","339,667,698,012.568","351,741,213,976.334","331,890,163,404.993","333,624,699,363.111","342,862,677,064.027","329,355,821,653.611","350,815,088,571.735","447,830,637,938.51","557,443,575,085.531","652,112,165,291.871","757,249,569,339.049","879,145,357,918.16","1,004,034,351,872.28","949,349,486,953.642","1,144,351,408,104.57","1,278,681,856,204.56","1,307,585,003,262.35"
Small states,"3,123,490,584.65387","3,309,114,301.66426","3,481,843,361.40988","3,825,926,834.973","4,170,815,283.02144","4,508,494,112.76288","4,843,987,166.05003","4,867,653,734.91482","5,319,512,266.7436","5,857,328,481.38317","6,457,145,313.23445","7,457,558,058.53489","8,852,039,680.53671","12,212,468,939.6975","14,608,602,486.7778","15,957,447,739.9937","17,583,013,271.3955","18,102,049,097.5233","21,470,817,127.9054","26,628,367,878.1619","27,381,451,652.4915","28,340,062,743.0114","28,813,490,829.6959","27,853,884,187.6068","26,814,951,691.5803","26,710,644,199.1361","29,564,341,958.9438","32,649,826,364.4551","34,122,381,443.5409","39,865,855,022.5159","40,365,056,285.4687","41,917,931,769.0508","41,783,460,954.5717","44,130,263,549.9648","49,041,344,101.392","52,566,628,775.9987","55,510,085,092.1613","56,037,924,022.5101","59,721,008,190.6447","64,141,843,858.7977","64,574,633,105.6658","67,335,885,496.4518","78,719,201,942.279","91,938,106,001.88","105,045,023,162.564","114,580,524,853.859","130,946,602,967.04","153,191,809,653.971","130,908,077,276.997","147,660,600,184.866","168,661,086,507.137","169,368,743,587.462"
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,709,304.533641","76,460,376.9594566","90,713,303.0563938","97,994,011.6429379","106,764,253.74548","113,808,749.415253","124,184,906.73689","144,259,256.649338","183,464,986.34772","196,473,838.856079","201,037,916.583708","248,286,778.216557","263,398,378.000848"
Suriname,98400000,103500000,110000000,120850000,138650000,171100000,198450000,220600000,233450000,247150000,"270,649,968.75",287600000,305300000,368600000,465000000,505500000,641000000,"735,500,062.5",783000000,"794,899,937.5",889050000,915150000,883600000,864150000,873250000,891000000,979850000,1160900000,542520000,388300000,448300000,404600000,"428,794,117.647059","605,492,537.313433","693,970,606.334842","860,630,902.743142",929607520,945000000,"885,444,167.44186","892,164,363.636364","763,465,570.642202","1,078,402,127.65957","1,271,196,078.43137","1,484,092,538.40527","1,793,557,833.08931","2,626,093,294.46064","2,936,612,021.85792","3,532,969,034.60838","3,875,409,836.06557","4,368,007,284.81569","4,363,219,094.24725","5,012,121,214.24757"
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,"6,106,406,925.56779","6,130,945,238.93357","5,750,481,089.69582","5,827,019,554.19201","7,874,148,638.14007","9,480,149,423.07836","10,073,854,641.6921","9,769,581,997.99263","11,716,492,829.9955","13,119,169,441.7792","14,271,366,595.7445","16,145,671,514.3043","19,705,254,560.2431","25,253,597,385.6209","27,284,429,657.7947","27,039,033,646.7656","29,278,281,686.9896","29,947,934,157.2555","28,724,041,827.8976","30,318,731,991.0515","34,638,306,041.7843","45,837,416,478.5553","56,073,225,726.3472","61,328,471,583.1364","69,002,095,094.7184","84,108,560,087.5992","97,908,891,167.4235","87,239,747,151.9867","87,077,443,708.6093","95,877,536,836.2524","91,148,717,948.7179"
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,381,802,758.3485","12,673,485,227.1309","12,522,536,278.5091","12,673,039,187.2837","14,385,505,626.2091","20,940,864,809.0179","21,149,908,175.7633","20,420,238,057.0626","21,747,365,515.4183","22,309,684,226.3866","19,979,467,790.4398","20,498,926,980.9993","23,136,352,386.3753","29,152,072,067.9303","33,837,749,815.1716","35,717,733,757.4551","38,945,146,499.5315","47,306,799,054.202","54,606,018,255.4563","49,056,152,691.0253","46,908,328,071.2701","50,250,208,507.4658","45,279,487,179.8345"
Sweden,"16,147,160,122.7882","17,511,477,311.4463","18,954,132,365.5148","21,137,242,560.8543","23,260,320,646.2745","25,302,033,132.3312","27,463,409,201.8822","29,143,383,490.5896","31,649,203,885.888","36,139,913,399.8299","39,435,806,394.9745","46,444,859,734.5876","56,359,993,588.7161","62,629,634,635.3111","78,636,867,202.9286","84,781,560,641.888","89,626,472,688.3256","99,088,856,921.5448","117,061,883,324.392","134,808,728,957.821","123,039,459,651.617","108,517,651,927.546","99,631,542,564.9855","103,603,931,429.677","108,273,806,064.692","142,783,845,246.785","173,628,950,854.836","196,376,974,800.888","206,776,745,412.524","248,424,511,725.35","260,172,633,319.554","269,747,415,776.641","202,037,798,391.448","217,546,397,096.941","253,679,923,737.961","276,456,158,663.883","253,177,906,717.835","254,723,204,065.46","258,813,540,859.799","247,260,155,857.763","227,359,498,891.481","250,960,758,336.671","314,713,404,152.703","362,089,648,912.965","370,579,639,747.414","399,075,661,572.866","462,512,853,670.12","486,158,607,819.636","405,782,994,635.359","462,903,051,317.614","536,293,220,338.983","523,805,608,856.089"
Swaziland,"43,025,972.8068212","45,928,020.447163","54,129,460.7698675","64,980,587.6337572","70,279,971.9161232","76,859,969.2867562","74,759,970.1259159","79,799,968.1119327","105,419,957.874185","112,139,955.188874","136,462,080.92993","146,740,389.875794","221,915,096.205453","264,320,939.570152","288,299,883.906649","272,549,999.763","304,059,999.7356","340,629,999.7038","412,094,078.145402","542,007,493.676087","571,514,416.274442","537,568,112.579921","555,336,174.615236","494,483,263.063133","361,012,304.715619","449,140,397.957556","584,125,980.910595","692,026,592.858706","696,921,395.78732","1,114,694,098.39631","1,156,135,727.35037","1,284,759,838.58745","1,357,189,714.0844","1,419,294,122.08118","1,698,989,471.45188","1,602,741,761.56349","1,716,714,204.87071","1,576,908,808.80611","1,547,888,453.75789","1,524,490,159.09856","1,349,326,983.00661","1,224,220,675.06919","1,854,020,495.72254","2,420,610,578.59952","2,584,077,930.66197","2,947,922,182.75015","3,053,823,329.23844","3,019,770,679.64511","3,161,320,520.44067","3,691,050,502.68749","3,969,078,027.33547","3,744,472,287.07088"
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,"11,592,024.3649978","12,642,026.5719722","13,923,029.264481","15,393,032.3542452","15,603,032.7956401","16,443,034.5612196","16,632,032.8138977","16,074,027.3495878","16,452,027.9927472","18,432,031.3616773","21,965,951.7214804","30,645,121.0127585","36,896,278.223337","43,134,498.6932177","47,803,145.9560303","49,278,979.547035","64,526,398.6582547","85,552,369.9145942","127,261,099.24396","147,357,222.779802","154,902,869.02139","147,912,069.766502","146,712,850.50997","151,313,241.983564","168,901,555.856656","207,842,528.820922","249,267,486.209098","283,826,707.201545","304,832,867.395046","368,584,758.942457","374,340,060.215813","433,660,138.162626","469,262,637.829214","482,687,575.304556","508,234,503.541073","499,418,173.769865","562,954,169.782197","608,358,684.515165","622,975,776.387828","614,877,971.233472","618,433,500.97097","698,083,344.991819","703,096,502.624651","839,319,935.206909","919,103,261.987138","1,016,419,769.16068","1,033,635,773.39104","967,211,974.937748","847,424,851.518855","969,973,774.818177","1,074,584,859.83785","1,128,753,720.62939"
Syrian Arab Republic,"945,244,981.03812","1,110,565,862.45336","1,200,447,417.83731","1,339,494,289.3772","1,472,036,544.33834","1,342,287,560.10485","1,580,229,793.0464","1,753,746,376.72454","2,245,011,583.18701","2,140,383,710.00885","2,589,851,697.78909","3,059,682,165.01819","3,239,488,091.65962","5,159,557,171.37959","6,826,980,767.77202","7,633,528,922.27344","7,696,011,370.78768","9,275,203,108.85105","9,929,682,189.10886","13,062,421,027.934","15,518,199,245.3643","16,298,905,403.3054","17,589,184,545.6568","17,503,082,976.9152","16,403,544,516.9197","13,293,209,274.2119","11,356,215,714.3513","10,577,042,354.0589","9,853,396,224.91122","12,308,624,283.9787","12,981,833,333.3333","13,253,565,901.0698","13,695,962,017.1806",10122020000,"11,396,706,586.8263","13,789,560,878.2435","14,505,233,969.8054","15,200,846,139.0769","15,873,875,968.9922","19,325,894,913.1254","21,099,833,783.503","21,582,248,881.6592","21,828,144,686.0394","25,086,930,693.0693","28,858,965,517.2414","33,332,844,574.7801","40,405,006,007.2086","52,581,913,978.4946","53,934,534,350.507","59,147,033,451.8525",,"73,672,408,036.1474"
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,"333,975,336.463504","357,635,713.97481","371,767,002.672362","392,247,517.618274","416,926,302.962069","432,794,922.657705","449,826,322.90351","453,980,096.497762","471,635,620.771675","469,266,736.654319","501,866,730.781924","585,427,545.719417","647,199,482.90669","652,532,796.192712","864,602,103.504914","866,044,960.89092","935,360,466.553825","1,113,920,122.6626","1,004,316,494.96195","1,033,002,402.02567","876,937,559.744289","834,369,860.313996","832,415,806.054792","919,103,735.209112","1,033,069,709.98985","1,067,828,247.16696","1,163,426,850.54817","1,482,597,298.88271","1,433,686,309.97191","1,738,605,558.08609","1,877,137,983.01505","1,881,847,671.33121","1,463,251,161.35493","1,179,837,963.97758","1,445,919,894.88011","1,607,345,354.88752","1,544,689,575.93931","1,744,794,532.49496","1,534,673,503.52975","1,385,058,211.51211","1,709,347,776.82501","1,987,622,268.76482","2,736,666,450.54794","4,414,929,142.23367","6,646,663,021.43571","7,422,102,519.56848","8,638,711,756.59476","10,351,933,631.6086","9,253,484,289.64401","10,657,705,072.3284","12,156,380,062.0355","12,887,072,081.6363"
Togo,"126,396,468.675871","132,237,468.099102","143,255,813.500949","166,104,078.39022","187,300,310.187736","216,136,231.83222","231,706,440.015125","241,956,916.824365","267,732,472.640112","253,976,592.086153","286,537,570.238145","335,677,600.252527","406,479,936.867839","560,437,818.027599","617,321,668.333349","619,375,148.839786","777,435,062.822101","824,263,986.688215","891,775,721.054594","1,136,409,054.21599","962,347,169.080723","821,652,037.081977","765,746,518.152411","718,149,015.811654","762,359,786.038849","1,060,911,724.49848","1,249,099,286.39736","1,378,847,400.42394","1,352,949,664.93612","1,628,427,587.61103","1,602,299,812.77888","1,692,959,105.53066","1,233,496,935.56517","982,624,332.129785","1,309,382,817.43319","1,465,448,203.65068","1,498,950,970.09524","1,587,346,019.44505","1,576,094,484.70894","1,294,250,279.68129","1,332,328,986.28277","1,474,630,199.41874","1,673,690,389.7013","1,937,074,537.93089","2,115,154,090.31071","2,202,809,210.74095","2,523,462,648.98387","3,159,544,508.84232","3,163,000,590.663","3,172,945,282.32304","3,685,781,119.61991","3,813,834,650.19521"
Thailand,"3,034,037,870.23638","3,308,912,929.93057","3,540,403,471.05671","3,889,130,443.89898","4,388,937,645.05284","5,279,230,813.43612","5,638,461,434.63262","6,081,009,421.90366","6,695,336,559.7804","7,086,538,430.17724","7,375,000,024.96995","8,177,872,958.55116","10,838,593,715.8746","13,702,998,650.3755","14,882,770,239.7075","16,985,208,711.5172","19,779,312,336.8969","24,006,567,107.2761","27,371,650,354.6262","32,353,514,503.3674","34,846,038,519.3952","36,589,772,335.2838","40,042,798,314.056","41,797,647,302.1639","38,900,711,298.0461","43,096,774,495.7122","50,535,445,680.8992","61,667,254,411.4637","72,250,747,142.1734","85,343,189,319.6575","98,234,713,406.7918","111,452,745,856.776","125,010,690,988.821","144,308,067,331.745","168,018,557,307.614","181,947,631,899.938","150,891,449,495.045","111,859,654,863.989","122,629,741,697.716","122,725,247,705.559","115,536,405,150.354","126,876,918,690.024","142,640,079,033.312","161,339,790,594.627","176,351,948,403.908","207,088,828,467.346","246,976,870,172.836","272,577,799,257.354","263,711,244,888.554","318,907,930,075.712","345,672,232,115.625","365,965,815,820.015"
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,629,395,066.27017","2,535,545,389.35646","1,909,246,640.80838","1,646,693,875.00394","1,346,074,460.78303","1,231,523,105.36089","1,043,893,062.60575","921,843,115.774498","1,320,126,664.94978","1,086,567,367.91081","860,550,294.273467","1,080,774,005.56446","1,221,113,794.72523","1,554,125,542.56223","2,076,148,710.31813","2,312,319,579.02843","2,830,236,053.84429","3,719,497,371.09659","5,161,336,170.46084","4,979,481,980.35098","5,642,221,528.67114","6,522,590,720.77739","6,972,163,026.4985"
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,368,660,560.8757","2,988,678,840.80541","3,049,945,191.0726","3,232,066,836.53467","3,197,224,007.42472","3,200,539,816.0601","3,179,225,948.58114","2,561,118,608.35516","2,482,228,439.71407","2,379,281,767.9558","2,450,084,970.24741","2,605,688,065.08338","2,450,686,659.778","2,904,662,604.82053","3,534,771,968.51189","4,462,028,988.72949","5,977,440,582.80171","6,838,351,088.46688","8,104,355,716.8784","10,277,598,152.4249","12,664,165,103.1895","19,271,445,266.8485","20,214,456,140.3509","22,148,070,175.4386","29,233,333,333.3333","35,164,210,526.3158"
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350100000,429700000,426700000,436500000,455500000,479100000,462600000,558700000,693800000,826700000,934300000,1128300000,1293000000
Tonga,,,,,,,,,,,,,,,"32,506,767.9015578","30,036,429.1824514","34,139,376.8019516","41,567,471.6721987","44,667,002.0120724","53,260,077.4311091","62,242,013.3302689","62,068,161.0711025","60,863,963.963964","64,248,354.5414656","60,058,663.3144773","68,195,855.6149733","81,667,133.4546982","106,657,267.367342","106,344,854.986095","113,563,821.577404","132,201,141.446861","137,066,290.550071","138,489,884.393064","193,775,943.038933","202,547,013.927138","219,583,570.094975","212,155,124.65374","188,686,997.319035","194,669,501.594647","188,623,258.458914","167,042,880.071237","181,801,946.956512","208,098,551.915317","240,794,581.220982","264,812,953.795424","295,998,379.120654","301,064,027.077359","346,850,175.914555","318,522,296.093243","369,212,477.46289","423,038,016.923815","471,575,497.307237"
Trinidad and Tobago,"584,964,599.107683","619,322,827.419811","678,239,308.674915","711,897,538.746389","736,573,167.415824","723,739,866.336801","761,981,451.279267",758899968,779200000,821849984,"896,763,389.095539","1,083,392,323.5341","1,308,786,082.34405","2,042,002,020.01944","2,442,667,522.67775","2,500,420,783.85133","3,138,666,541.94727","3,562,333,298.4456","4,602,416,457.1164","6,235,874,738.87527","6,849,166,234.50526","7,989,791,255.84756","7,799,749,663.39913","7,756,166,518.46431","7,375,999,751.95302","4,794,361,300.34053","4,797,750,171.54142","4,496,806,454.11382","4,323,035,497.41177","5,068,070,430.11765","5,362,823,408.94118","5,532,117,353.41177","4,584,646,145.07446","4,947,205,981.57638","5,329,214,154.85282","5,759,537,847.67466","5,737,751,324.18033","6,043,710,211.42719","6,808,976,088.59679","8,154,315,708.34826","8,824,873,155.62584","9,008,273,516.35786","11,235,960,523.0869","12,884,712,295.9948","16,088,526,685.8421","18,460,905,284.2745","21,735,387,008.2052","28,017,710,148.1706","19,251,916,757.9409","20,667,611,846.2508","23,577,857,645.1285","23,320,256,742.6171"
